gene	condition	timepoint	log2FC	mean_control	mean_treated	t_stat	p_value	p_adj	regulation	neg_log10_padj
PROT1390	Drug_2xEC50	4h	-0.11392656962076941	24.406241099039715	24.292314529418945	-0.031440065892382026	0.9764443313739037	0.9989876095480758	NS	0.0004398982988122824
PROT1391	Drug_2xEC50	4h	4.160459518432617	22.072771708170574	26.23323122660319	1.8817822091828282	0.20029931362672831	0.8005271525010975	NS	0.09662393297465144
PROT1392	Drug_2xEC50	4h	0.20833651224771899	22.661722819010418	22.870059331258137	0.9894444387363074	0.38875677482691573	0.8005271525010975	NS	0.09662393297465144
PROT1393	Drug_2xEC50	4h	-0.08035214742024621	22.783737182617188	22.70338503519694	-0.5740809080177375	0.596651715065727	0.8431288562830603	NS	0.07410604661352534
PROT1394	Drug_2xEC50	4h	3.01824951171875	24.95306142171224	27.97131093343099	1.1031636430116607	0.3839019533776772	0.8005271525010975	NS	0.09662393297465144
PROT1395	Drug_2xEC50	4h	-0.09525044759114465	25.47620137532552	25.380950927734375	-0.021157275344808282	0.9841363811078285	0.9989876095480758	NS	0.0004398982988122824
PROT1396	Drug_2xEC50	4h	-3.0692602793375627	26.06311543782552	22.993855158487957	-0.6605602702362737	0.5450832876237953	0.8146397724162574	NS	0.08903439056814638
PROT1397	Drug_2xEC50	4h	-4.0776907602945975	30.77051544189453	26.692824681599934	-1.1656705716706135	0.3636275267809938	0.8005271525010975	NS	0.09662393297465144
PROT1398	Drug_2xEC50	4h	0.05379931131998816	23.105450948079426	23.159250259399414	0.016739708035824932	0.9874544336946238	0.9989876095480758	NS	0.0004398982988122824
PROT1399	Drug_2xEC50	4h	0.1742375691731759	24.141180674235027	24.315418243408203	0.7290049699207454	0.5324585698168929	0.8110545064859137	NS	0.09094995827883796
PROT1400	Drug_2xEC50	4h	3.1041673024495466	23.059653600056965	26.16382090250651	0.7563045371115119	0.49163061368571326	0.8005271525010975	NS	0.09662393297465144
PROT1401	Drug_2xEC50	4h	-3.212748209635418	27.08846664428711	23.87571843465169	-1.016966753055488	0.41597507411751194	0.8005271525010975	NS	0.09662393297465144
PROT1402	Drug_2xEC50	4h	-1.3502890268961565	21.34473164876302	19.994442621866863	-0.8362296288318217	0.4560928530777688	0.8005271525010975	NS	0.09662393297465144
PROT1403	Drug_2xEC50	4h	0.372712453206379	21.498697916666668	21.871410369873047	1.333237032766645	0.3037994136830325	0.8005271525010975	NS	0.09662393297465144
PROT1404	Drug_2xEC50	4h	4.301406224568687	22.29165204366048	26.593058268229168	1.9124648828615678	0.19581412543013346	0.8005271525010975	NS	0.09662393297465144
PROT1405	Drug_2xEC50	4h	-1.2913633982340507	24.422468821207683	23.131105422973633	-0.9619000271564802	0.4375765498319212	0.8005271525010975	NS	0.09662393297465144
PROT1406	Drug_2xEC50	4h	0.2145646413167306	23.169580459594727	23.384145100911457	0.09024084639111316	0.9327048683201332	0.9989876095480758	NS	0.0004398982988122824
PROT1407	Drug_2xEC50	4h	-0.11900011698405066	28.303812662760418	28.184812545776367	-1.105607485204328	0.37831275937448594	0.8005271525010975	NS	0.09662393297465144
PROT1408	Drug_2xEC50	4h	0.18811861673990649	27.22664515177409	27.414763768513996	1.1727498640756484	0.3064986583069079	0.8005271525010975	NS	0.09662393297465144
PROT1409	Drug_2xEC50	4h	0.0790227254231759	28.991522471110027	29.070545196533203	0.36788688565055233	0.7368225161105534	0.9332774111596622	NS	0.02998924561214889
PROT1410	Drug_2xEC50	4h	0.1388581593831404	19.240014394124348	19.378872553507488	0.5700204389040908	0.6120210034769393	0.8524236131941728	NS	0.06934452829395857
PROT1411	Drug_2xEC50	4h	-2.3369375864664725	25.717315673828125	23.380378087361652	-1.0119096443982354	0.41804939319828066	0.8005271525010975	NS	0.09662393297465144
PROT1412	Drug_2xEC50	4h	-0.24190076192219934	27.22612126668294	26.984220504760742	-1.4873664155761603	0.2431096798792256	0.8005271525010975	NS	0.09662393297465144
PROT1413	Drug_2xEC50	4h	0.22952651977539062	20.04826291402181	20.2777894337972	0.45351224354114866	0.6928232484879007	0.9062436213052985	NS	0.04275503723933322
PROT1414	Drug_2xEC50	4h	1.2571970621744768	21.714749018351238	22.971946080525715	1.131736876365126	0.3725441428739073	0.8005271525010975	NS	0.09662393297465144
PROT1415	Drug_2xEC50	4h	-1.7111962636311873	22.508555094401043	20.797358830769856	-1.6876253058761763	0.22065376445627474	0.8005271525010975	NS	0.09662393297465144
PROT1416	Drug_2xEC50	4h	-2.105589548746746	25.149486541748047	23.0438969930013	-0.9993006965215799	0.42130477189152227	0.8005271525010975	NS	0.09662393297465144
PROT1417	Drug_2xEC50	4h	3.231814702351887	26.625891367594402	29.85770606994629	1.034330577833062	0.40957548563795715	0.8005271525010975	NS	0.09662393297465144
PROT1418	Drug_2xEC50	4h	-0.3301607767740897	31.132732391357422	30.802571614583332	-1.1549605761637969	0.34058283515932586	0.8005271525010975	NS	0.09662393297465144
PROT1419	Drug_2xEC50	4h	0.3313299814860038	22.453202565511067	22.78453254699707	1.40981343425285	0.25522376564859134	0.8005271525010975	NS	0.09662393297465144
PROT1420	Drug_2xEC50	4h	-1.4438190460205078	26.497241973876953	25.053422927856445	-0.8036162270695907	0.5055957166273031	0.8005271525010975	NS	0.09662393297465144
PROT1421	Drug_2xEC50	4h	0.3341172536214181	26.321219126383465	26.655336380004883	2.754494230022546	0.086713781221364	0.8005271525010975	NS	0.09662393297465144
PROT1422	Drug_2xEC50	4h	-2.2492917378743478	25.893456776936848	23.6441650390625	-0.8587677613555781	0.48093202469871643	0.8005271525010975	NS	0.09662393297465144
PROT1423	Drug_2xEC50	4h	-2.1666380564371757	26.362667083740234	24.19602902730306	-1.0006537530013775	0.42164602818435093	0.8005271525010975	NS	0.09662393297465144
PROT1424	Drug_2xEC50	4h	0.32413482666015625	23.69310696919759	24.017241795857746	0.10514616681313402	0.9215580340346051	0.9989876095480758	NS	0.0004398982988122824
PROT1425	Drug_2xEC50	4h	0.019648234049476798	26.55354944864909	26.573197682698567	0.004143544494868872	0.9968924124069419	0.9991999675420933	NS	0.00034758874149697414
PROT1426	Drug_2xEC50	4h	-3.217082341512043	28.27996826171875	25.062885920206707	-0.9708621498218385	0.43383999987846056	0.8005271525010975	NS	0.09662393297465144
PROT1427	Drug_2xEC50	4h	-1.5622997283935547	21.82940165201823	20.267101923624676	-1.7568021401329132	0.2058023296294105	0.8005271525010975	NS	0.09662393297465144
PROT1428	Drug_2xEC50	4h	-3.018634796142578	27.322825113932293	24.304190317789715	-1.0012484316441872	0.4211968970725352	0.8005271525010975	NS	0.09662393297465144
PROT1429	Drug_2xEC50	4h	-0.04078420003255445	25.0144526163737	24.973668416341145	-0.010795406342909604	0.9919036448995167	0.9991999675420933	NS	0.00034758874149697414
PROT1430	Drug_2xEC50	4h	-1.7203330993652344	25.931251525878906	24.210918426513672	-0.8878522932783494	0.46731859064502423	0.8005271525010975	NS	0.09662393297465144
PROT1431	Drug_2xEC50	4h	0.1823558807373047	28.215775807698567	28.39813168843587	1.6771203995812183	0.16921865609301162	0.8005271525010975	NS	0.09662393297465144
PROT1432	Drug_2xEC50	4h	0.2608381907145194	25.365947723388672	25.62678591410319	1.8248983364942188	0.1477387839117614	0.8005271525010975	NS	0.09662393297465144
PROT1433	Drug_2xEC50	4h	-0.06792767842610914	25.676241556803387	25.608313878377277	-0.3736386683600959	0.7279661899615033	0.9282323110761918	NS	0.032343318186046396
PROT1434	Drug_2xEC50	4h	-1.22833251953125	25.253114064534504	24.024781545003254	-0.8591627884258314	0.47988683992926395	0.8005271525010975	NS	0.09662393297465144
PROT1435	Drug_2xEC50	4h	0.2819964090983049	19.022635142008465	19.30463155110677	0.5833552038851065	0.6120682845059141	0.8524236131941728	NS	0.06934452829395857
PROT1436	Drug_2xEC50	4h	0.1878662109375	23.220172882080078	23.408039093017578	0.09692088049237743	0.9276587238204264	0.9989876095480758	NS	0.0004398982988122824
PROT1437	Drug_2xEC50	4h	0.11226209004719934	22.914894104003906	23.027156194051106	0.674196429779266	0.5391825719108744	0.8132439271784491	NS	0.08977917108666998
PROT1438	Drug_2xEC50	4h	0.013596216837562736	21.494742075602215	21.508338292439777	0.05307194698961284	0.9602258768144074	0.9989876095480758	NS	0.0004398982988122824
PROT1439	Drug_2xEC50	4h	-0.26776568094889086	29.58047612508138	29.312710444132488	-0.758267390654577	0.49148246232270193	0.8005271525010975	NS	0.09662393297465144
PROT1440	Drug_2xEC50	4h	-2.519817352294922	26.379791259765625	23.859973907470703	-1.0007605448965708	0.4211139716559555	0.8005271525010975	NS	0.09662393297465144
PROT1441	Drug_2xEC50	4h	0.17465845743815223	24.744361877441406	24.91902033487956	0.7187353311242212	0.513916709884215	0.8017421371048596	NS	0.0959652906183759
PROT1442	Drug_2xEC50	4h	-0.13978894551594934	22.161075592041016	22.021286646525066	-0.08506259709155363	0.9363001996147365	0.9989876095480758	NS	0.0004398982988122824
PROT1443	Drug_2xEC50	4h	-1.9818960825602225	25.905325571695965	23.923429489135742	-0.9195162869838189	0.45388299817501704	0.8005271525010975	NS	0.09662393297465144
PROT1444	Drug_2xEC50	4h	-0.7238184611002616	25.557371139526367	24.833552678426106	-0.1847484014629456	0.8628747032658503	0.9952126584291132	NS	0.0020841086872686347
PROT1445	Drug_2xEC50	4h	1.9566834767659493	20.56252098083496	22.51920445760091	1.455128092834176	0.27897321642222817	0.8005271525010975	NS	0.09662393297465144
PROT1446	Drug_2xEC50	4h	2.1535174051920585	21.561691284179688	23.715208689371746	0.8648454932994675	0.43678262097611376	0.8005271525010975	NS	0.09662393297465144
PROT1447	Drug_2xEC50	4h	-0.023000717163085938	27.472427368164062	27.449426651000977	-0.15384593937646995	0.8858683934362085	0.9971063612287563	NS	0.0012585130714969355
PROT1448	Drug_2xEC50	4h	0.10373687744140625	19.050248463948567	19.153985341389973	0.41702660136036224	0.7150468929539674	0.9204469516537146	NS	0.03600123623975777
PROT1449	Drug_2xEC50	4h	-1.3541920979817696	24.64600372314453	23.29181162516276	-0.9936948238359727	0.4235053312711099	0.8005271525010975	NS	0.09662393297465144
PROT1450	Drug_2xEC50	4h	-1.3366247812906913	23.638811747233074	22.302186965942383	-0.8422332136803118	0.4878449940766728	0.8005271525010975	NS	0.09662393297465144
PROT1451	Drug_2xEC50	4h	-1.5754013061523438	24.55416488647461	22.978763580322266	-1.0568849274398906	0.39865829542836617	0.8005271525010975	NS	0.09662393297465144
PROT1452	Drug_2xEC50	4h	-1.4057534535725935	23.32740656534831	21.921653111775715	-0.8659994748184118	0.47608503802601454	0.8005271525010975	NS	0.09662393297465144
PROT1453	Drug_2xEC50	4h	-0.1359272003173828	25.539391835530598	25.403464635213215	-1.5212994520581162	0.203440870393392	0.8005271525010975	NS	0.09662393297465144
PROT1454	Drug_2xEC50	4h	-0.10886001586914062	30.967183430989582	30.85832341512044	-0.48384577944927676	0.6607782586628068	0.8860586773889465	NS	0.0525375169138237
PROT1455	Drug_2xEC50	4h	0.07656351725260535	22.237386067708332	22.313949584960938	0.03228657941674036	0.9758044888273876	0.9989876095480758	NS	0.0004398982988122824
PROT1456	Drug_2xEC50	4h	-0.036765416463218514	25.856245676676433	25.819480260213215	-0.18584972004922523	0.8689955069957879	0.9961335993143579	NS	0.0016824110200949706
PROT1457	Drug_2xEC50	4h	4.079960505167644	26.765096028645832	30.845056533813477	0.9927132286498633	0.42537513415073797	0.8005271525010975	NS	0.09662393297465144
PROT1458	Drug_2xEC50	4h	0.8062502543131522	21.10376739501953	21.910017649332683	0.4228682614828456	0.6955779040383773	0.9090429672114811	NS	0.04141558874520929
PROT1459	Drug_2xEC50	4h	-0.09920374552408973	30.538768768310547	30.439565022786457	-0.40312253571045564	0.7076330076211946	0.9157446472303915	NS	0.03822561122208309
PROT1460	Drug_2xEC50	4h	-1.0355370839436837	23.11475880940755	22.079221725463867	-0.3326928187544803	0.7577640661884787	0.9463071827084504	NS	0.023967863492508762
PROT1461	Drug_2xEC50	4h	-0.23429234822591027	30.554269154866535	30.319976806640625	-2.779768555826206	0.08210878838704498	0.8005271525010975	NS	0.09662393297465144
PROT1462	Drug_2xEC50	4h	-0.34192721048991004	27.374251047770183	27.032323837280273	-2.286319836750987	0.1408678525527215	0.8005271525010975	NS	0.09662393297465144
PROT1463	Drug_2xEC50	4h	-0.06593704223632812	25.886267344156902	25.820330301920574	-0.3024313341731492	0.7891946532311143	0.9597815712280756	NS	0.017827593214591663
PROT1464	Drug_2xEC50	4h	1.4802258809407576	23.188708623250324	24.668934504191082	0.8802287880715617	0.469115084287262	0.8005271525010975	NS	0.09662393297465144
PROT1465	Drug_2xEC50	4h	0.6892929077148438	22.343097686767578	23.032390594482422	0.5789898886170711	0.6195473041958969	0.8575872548784013	NS	0.06672168191566133
PROT1466	Drug_2xEC50	4h	-4.218036651611328	25.444725036621094	21.226688385009766	-2.1226289944061842	0.16553853073755365	0.8005271525010975	NS	0.09662393297465144
PROT1467	Drug_2xEC50	4h	-0.2610181172688826	27.852224985758465	27.591206868489582	-1.3918203403188045	0.241650770010096	0.8005271525010975	NS	0.09662393297465144
PROT1468	Drug_2xEC50	4h	1.5622838338216134	23.375102996826172	24.937386830647785	0.997080816920699	0.4206027724908835	0.8005271525010975	NS	0.09662393297465144
PROT1469	Drug_2xEC50	4h	0.08541742960612098	24.073872884114582	24.159290313720703	0.45982335481324754	0.6716451405647232	0.8932210037309728	NS	0.049041073221275586
PROT1470	Drug_2xEC50	4h	1.3644847869873047	22.907063166300457	24.27154795328776	0.9592074722643444	0.43830695682438003	0.8005271525010975	NS	0.09662393297465144
PROT1471	Drug_2xEC50	4h	0.24674415588378906	27.88762029012044	28.13436444600423	1.7270167067092235	0.16761940781487314	0.8005271525010975	NS	0.09662393297465144
PROT1472	Drug_2xEC50	4h	3.22149658203125	25.59858512878418	28.82008171081543	0.9646888346619591	0.43548148364082007	0.8005271525010975	NS	0.09662393297465144
PROT1473	Drug_2xEC50	4h	-2.580850601196289	23.12082799275716	20.53997739156087	-1.7867499249002412	0.21482605493713397	0.8005271525010975	NS	0.09662393297465144
PROT1474	Drug_2xEC50	4h	0.14904085795084399	22.907698313395183	23.056739171346027	0.6493786175811346	0.5677524079854898	0.8279291403361134	NS	0.0820068314251412
PROT1475	Drug_2xEC50	4h	0.1522388458251953	25.981788635253906	26.1340274810791	0.45831576894352594	0.6911787064372331	0.9049803030274738	NS	0.04336087314791275
PROT1476	Drug_2xEC50	4h	-0.33049519856770715	26.30099868774414	25.970503489176433	-0.06629330790430958	0.9503433625186771	0.9989876095480758	NS	0.0004398982988122824
PROT1477	Drug_2xEC50	4h	-0.277191162109375	28.50647735595703	28.229286193847656	-1.2423534188624505	0.28221765916833	0.8005271525010975	NS	0.09662393297465144
PROT1478	Drug_2xEC50	4h	0.2308038075764962	21.00794855753581	21.238752365112305	1.5702827550036687	0.1915761508177087	0.8005271525010975	NS	0.09662393297465144
PROT1479	Drug_2xEC50	4h	3.0931053161621094	21.010527928670246	24.103633244832356	2.1781343260722967	0.14960628564060274	0.8005271525010975	NS	0.09662393297465144
PROT1480	Drug_2xEC50	4h	1.1791127522786446	20.903568267822266	22.08268102010091	0.830232231213441	0.49317237187538376	0.8005271525010975	NS	0.09662393297465144
PROT1481	Drug_2xEC50	4h	-1.615517298380535	24.225760142008465	22.61024284362793	-1.1771203842612146	0.35982521826298247	0.8005271525010975	NS	0.09662393297465144
PROT1482	Drug_2xEC50	4h	3.4440415700276716	26.417435963948567	29.861477533976238	1.0702355290617869	0.3959961572712384	0.8005271525010975	NS	0.09662393297465144
PROT1483	Drug_2xEC50	4h	-0.3012428283691406	20.873336791992188	20.572093963623047	-2.2159030981907972	0.10690707158254818	0.8005271525010975	NS	0.09662393297465144
PROT1484	Drug_2xEC50	4h	-0.26540374755859375	20.108477274576824	19.84307352701823	-0.9488373939281028	0.43898408083281926	0.8005271525010975	NS	0.09662393297465144
PROT1485	Drug_2xEC50	4h	0.8717638651529924	21.744940439860027	22.61670430501302	1.111560174621175	0.3749846054830703	0.8005271525010975	NS	0.09662393297465144
PROT1486	Drug_2xEC50	4h	0.2091547648111991	25.726888020833332	25.93604278564453	2.547203700074933	0.06864218486914614	0.8005271525010975	NS	0.09662393297465144
PROT1487	Drug_2xEC50	4h	0.35417683919270715	26.680599212646484	27.03477605183919	4.084348714816425	0.03365836471752758	0.8005271525010975	NS	0.09662393297465144
PROT1488	Drug_2xEC50	4h	0.2776953379313163	23.987873077392578	24.265568415323894	0.08625865392730686	0.9354741756148125	0.9989876095480758	NS	0.0004398982988122824
PROT1489	Drug_2xEC50	4h	-3.6735680898030587	28.64803695678711	24.97446886698405	-1.0245579389305015	0.41322986467247214	0.8005271525010975	NS	0.09662393297465144
PROT1490	Drug_2xEC50	4h	-0.4482720692952462	19.93897819519043	19.490706125895183	-1.124389388807251	0.3366588416873356	0.8005271525010975	NS	0.09662393297465144
PROT1491	Drug_2xEC50	4h	6.234488169352215	22.5076421101888	28.742130279541016	2.062845540344699	0.17504139084321363	0.8005271525010975	NS	0.09662393297465144
PROT1492	Drug_2xEC50	4h	0.1832555135091134	24.03076934814453	24.214024861653645	1.0518086378367402	0.3585532882515702	0.8005271525010975	NS	0.09662393297465144
PROT1493	Drug_2xEC50	4h	-0.8569761912027971	24.968791325887043	24.111815134684246	-0.2449619191064543	0.818942302742802	0.9730488276031853	NS	0.01186536628193437
PROT1494	Drug_2xEC50	4h	-1.551950454711914	21.105729420979817	19.553778966267902	-2.5757230610821877	0.10016488266963235	0.8005271525010975	NS	0.09662393297465144
PROT1495	Drug_2xEC50	4h	0.0744781494140625	24.977642059326172	25.052120208740234	0.5398576252603859	0.6383094964970385	0.8681530044162373	NS	0.061403727452761736
PROT1496	Drug_2xEC50	4h	2.7191918690999373	22.884795506795246	25.603987375895183	0.988755255676683	0.4265920604295029	0.8005271525010975	NS	0.09662393297465144
PROT1497	Drug_2xEC50	4h	-2.640567143758137	28.25955327351888	25.618986129760742	-0.9439352249590784	0.44395751196515026	0.8005271525010975	NS	0.09662393297465144
PROT1498	Drug_2xEC50	4h	-0.17171669006347656	20.242902119954426	20.07118542989095	-0.7694673127372105	0.5123827304492069	0.8005271525010975	NS	0.09662393297465144
PROT1499	Drug_2xEC50	4h	-2.405943552652996	25.2609125773112	22.854969024658203	-1.0763216049569289	0.3934742220970368	0.8005271525010975	NS	0.09662393297465144
PROT1500	Drug_2xEC50	4h	1.4421641031901054	20.401383717854817	21.843547821044922	1.9143485377554816	0.1948889270317702	0.8005271525010975	NS	0.09662393297465144
PROT1501	Drug_2xEC50	4h	-0.4741344451904297	26.641550699869793	26.167416254679363	-3.6643542825390725	0.0277277313921628	0.8005271525010975	NS	0.09662393297465144
PROT1502	Drug_2xEC50	4h	-2.061594009399414	27.06131871541341	24.999724706013996	-1.0042920367655634	0.4208886052120442	0.8005271525010975	NS	0.09662393297465144
PROT1503	Drug_2xEC50	4h	0.23120816548665246	28.90274429321289	29.133952458699543	0.7690849610197237	0.4917198843627708	0.8005271525010975	NS	0.09662393297465144
PROT1504	Drug_2xEC50	4h	0.12906455993652344	23.36269251505534	23.491757074991863	0.953572668977775	0.39582791338595336	0.8005271525010975	NS	0.09662393297465144
PROT1505	Drug_2xEC50	4h	0.0451939900716134	27.6947021484375	27.739896138509113	0.20874322859577107	0.8452106385263285	0.9865312384316643	NS	0.005889158294507713
PROT1506	Drug_2xEC50	4h	0.045027414957683476	28.98822530110677	29.033252716064453	0.27295219364428464	0.799506216677621	0.9638196134717895	NS	0.016004240168138006
PROT1507	Drug_2xEC50	4h	0.18324661254882812	20.020899454752605	20.204146067301433	0.5526851260391863	0.6238590286819815	0.8595529097137742	NS	0.06572738519042504
PROT1508	Drug_2xEC50	4h	-0.10936991373698035	26.737110137939453	26.627740224202473	-0.29926668173314547	0.7868237983374342	0.9592487635933364	NS	0.018068751905447364
PROT1509	Drug_2xEC50	4h	-2.119345982869465	27.66014226277669	25.540796279907227	-0.9648849356422078	0.43496615808515926	0.8005271525010975	NS	0.09662393297465144
PROT1510	Drug_2xEC50	4h	-0.2845166524251326	24.43535868326823	24.150842030843098	-2.3062354454527823	0.1380685764188235	0.8005271525010975	NS	0.09662393297465144
PROT1511	Drug_2xEC50	4h	-0.5020637512207031	21.449560801188152	20.94749704996745	-0.8735194028953465	0.46098277096026347	0.8005271525010975	NS	0.09662393297465144
PROT1512	Drug_2xEC50	4h	-2.965440114339195	25.203484217325848	22.238044102986652	-0.763478346028195	0.487727493673809	0.8005271525010975	NS	0.09662393297465144
PROT1513	Drug_2xEC50	4h	1.0114008585611955	20.291380564371746	21.30278142293294	1.0253400589948525	0.41020269813263277	0.8005271525010975	NS	0.09662393297465144
PROT1514	Drug_2xEC50	4h	-0.15062332153320312	24.514957427978516	24.364334106445312	-3.2429857353591407	0.040016866337154275	0.8005271525010975	NS	0.09662393297465144
PROT1515	Drug_2xEC50	4h	0.20805740356445312	24.772815704345703	24.980873107910156	0.8458579748480521	0.47608779371646953	0.8005271525010975	NS	0.09662393297465144
PROT1516	Drug_2xEC50	4h	-0.10489145914713305	27.189969380696613	27.08507792154948	-0.5226319900647478	0.6298657991149053	0.8646064503979481	NS	0.06318152873553257
PROT1517	Drug_2xEC50	4h	1.1849466959635393	21.82449785868327	23.00944455464681	1.090571823757283	0.3888499065651658	0.8005271525010975	NS	0.09662393297465144
PROT1518	Drug_2xEC50	4h	-0.7189947764078752	22.95956548055013	22.240570704142254	-0.7566878151069925	0.5280211814004211	0.8064470124481422	NS	0.09342416263010025
PROT1519	Drug_2xEC50	4h	0.12086868286132812	25.225657145182293	25.34652582804362	0.4592399250981285	0.6713180965971175	0.8932210037309728	NS	0.049041073221275586
PROT1520	Drug_2xEC50	4h	2.3131033579508475	25.575843175252277	27.888946533203125	0.929565279215073	0.4504293473441029	0.8005271525010975	NS	0.09662393297465144
PROT1521	Drug_2xEC50	4h	-0.06741968790690223	31.85736846923828	31.78994878133138	-0.2509933819057606	0.8217698527348523	0.9733726416758689	NS	0.011720864519653065
PROT1522	Drug_2xEC50	4h	-0.2734514872233085	19.984804153442383	19.711352666219074	-0.44195747506298716	0.6815076581046633	0.8992520616033536	NS	0.04611855785536842
PROT1523	Drug_2xEC50	4h	2.9353949228922502	23.297333399454754	26.232728322347004	1.1891937781436779	0.35624087063628085	0.8005271525010975	NS	0.09662393297465144
PROT1524	Drug_2xEC50	4h	0.8755779266357422	20.748673756917317	21.62425168355306	0.816835184550216	0.4981431343803182	0.8005271525010975	NS	0.09662393297465144
PROT1525	Drug_2xEC50	4h	-2.8200225830078125	27.997759501139324	25.17773691813151	-1.0765383850070753	0.3935499041847221	0.8005271525010975	NS	0.09662393297465144
PROT1526	Drug_2xEC50	4h	0.275336583455406	21.711575826009113	21.98691240946452	0.46990611686596623	0.6824419618883866	0.9000223697835629	NS	0.04574669616864277
PROT1527	Drug_2xEC50	4h	1.2945798238118478	21.625436782836914	22.920016606648762	1.0050907521367063	0.41951006312064393	0.8005271525010975	NS	0.09662393297465144
PROT1528	Drug_2xEC50	4h	-0.2314783732096366	23.539164225260418	23.30768585205078	-1.9727839897370991	0.15559213606031966	0.8005271525010975	NS	0.09662393297465144
PROT1529	Drug_2xEC50	4h	-1.4982611338297538	24.708994547526043	23.21073341369629	-0.9601880134660681	0.43580470713939284	0.8005271525010975	NS	0.09662393297465144
PROT1530	Drug_2xEC50	4h	2.2642072041829415	23.729814529418945	25.994021733601887	0.8931635042863234	0.4632987566815072	0.8005271525010975	NS	0.09662393297465144
PROT1531	Drug_2xEC50	4h	2.2251192728678397	24.206973393758137	26.432092666625977	1.0219732557877086	0.4139336022920159	0.8005271525010975	NS	0.09662393297465144
PROT1532	Drug_2xEC50	4h	2.829212188720703	22.02686055501302	24.856072743733723	1.7893899623153713	0.21317885461671518	0.8005271525010975	NS	0.09662393297465144
PROT1533	Drug_2xEC50	4h	0.4671821594238281	20.565852483113606	21.033034642537434	1.0201249379549813	0.4128477044150719	0.8005271525010975	NS	0.09662393297465144
PROT1534	Drug_2xEC50	4h	-0.08604749043782434	27.321736653645832	27.235689163208008	-0.6392702683186893	0.579853769617157	0.8345283221384225	NS	0.07855891969209261
PROT1535	Drug_2xEC50	4h	-0.18624560038248816	24.91177749633789	24.725531895955402	-1.0186545113778334	0.3868161447469383	0.8005271525010975	NS	0.09662393297465144
PROT1536	Drug_2xEC50	4h	0.15163230895996094	28.194386800130207	28.346019109090168	0.6070205059176091	0.5949274149095691	0.84118404370388	NS	0.07510897397558888
PROT1537	Drug_2xEC50	4h	0.12877527872721473	22.805770874023438	22.934546152750652	0.6481559855851605	0.5608117625406773	0.8248289601046856	NS	0.08363609918809224
PROT1538	Drug_2xEC50	4h	0.010728836059570312	20.230148315429688	20.240877151489258	0.05379397885772092	0.9603562569579419	0.9989876095480758	NS	0.0004398982988122824
PROT1539	Drug_2xEC50	4h	0.08183161417642992	24.980200449625652	25.062032063802082	0.5220686582139742	0.6314730191207769	0.8656244264849581	NS	0.0626704969949526
PROT1540	Drug_2xEC50	4h	0.2675844828287772	25.511693318684895	25.779277801513672	0.05937606159636227	0.9555017487454655	0.9989876095480758	NS	0.0004398982988122824
PROT1541	Drug_2xEC50	4h	-0.11068534851074219	25.5579350789388	25.44724973042806	-0.792227458014549	0.4903904718711372	0.8005271525010975	NS	0.09662393297465144
PROT1542	Drug_2xEC50	4h	-0.14329655965169152	24.61325200398763	24.469955444335938	-1.095770673594049	0.33517300759544605	0.8005271525010975	NS	0.09662393297465144
PROT1543	Drug_2xEC50	4h	0.8750686645507812	21.43524678548177	22.31031545003255	1.07131046781243	0.39290917926118724	0.8005271525010975	NS	0.09662393297465144
PROT1544	Drug_2xEC50	4h	4.174406051635742	26.292789459228516	30.467195510864258	0.9907279156323168	0.4257709024040326	0.8005271525010975	NS	0.09662393297465144
PROT1545	Drug_2xEC50	4h	-0.14338366190592566	22.018896738688152	21.875513076782227	-1.3451237728699923	0.26308117988726426	0.8005271525010975	NS	0.09662393297465144
PROT1546	Drug_2xEC50	4h	-0.1733709971110038	23.013168334960938	22.839797337849934	-0.6394186492216225	0.5657937707255305	0.827204634531451	NS	0.08238704104679978
PROT1547	Drug_2xEC50	4h	2.4570446014404297	24.22516695658366	26.68221155802409	0.9440126865385304	0.4440765529581481	0.8005271525010975	NS	0.09662393297465144
PROT1548	Drug_2xEC50	4h	-0.2529430389404297	19.698190689086914	19.445247650146484	-0.567870376092748	0.6253969128248372	0.8605392677328342	NS	0.06522930735781995
PROT1549	Drug_2xEC50	4h	0.05595715840657434	28.867285410563152	28.923242568969727	0.61761560799299	0.5864285195459774	0.8366041387333135	NS	0.07747999126794637
PROT1550	Drug_2xEC50	4h	-2.8148136138916016	27.009703318277996	24.194889704386394	-1.0704067146367342	0.3963947827699961	0.8005271525010975	NS	0.09662393297465144
PROT1551	Drug_2xEC50	4h	0.17173449198405066	27.52560043334961	27.69733492533366	2.26623629776685	0.10224596916515923	0.8005271525010975	NS	0.09662393297465144
PROT1552	Drug_2xEC50	4h	-1.683982213338215	23.866872787475586	22.18289057413737	-0.510242833256214	0.6367633808650178	0.8678269496185914	NS	0.06156686735625164
PROT1553	Drug_2xEC50	4h	2.442473093668621	22.05233319600423	24.49480628967285	1.011737258539456	0.4181451177682154	0.8005271525010975	NS	0.09662393297465144
PROT1554	Drug_2xEC50	4h	-0.19608942667643348	22.081221262613933	21.8851318359375	-0.5743956301035388	0.596724448034336	0.8431288562830603	NS	0.07410604661352534
PROT1555	Drug_2xEC50	4h	-0.1892859141031913	24.780132293701172	24.59084637959798	-0.44146644500028764	0.6837860884044774	0.9013867295393837	NS	0.04508884001947007
